"dist name","dist version ","release date","perl version"
3cx,10.5.0,2020-07-16,5.28.1
3cx,9.9.0,2019-06-16,5.24.1
3cx,8.6.0,2016-12-12,5.20.2
4mlinux,39.0,2022-03-26,5.34.0
4mlinux,38.1,2022-01-30,5.32.1
4mlinux,37.0,2020-12-25,5.32.1
4mlinux,35.0,2019-12-15,5.32.0
4mlinux,31.0,2018-12-01,5.30.0
4mlinux,27.0,2017-11-02,5.26.2
4mlinux,23.0,2016-11-01,5.24.1
4mlinux,20.0,2015-11-01,5.24.0
4mlinux,14.0,2015-03-22,5.22.0
4mlinux,11.1,2014-11-28,5.20.1
4mlinux,10.1,2014-08-24,5.20.1
4mlinux,9.1,,5.20.0
absolute,20220405,2022-04-05,5.34.1
absolute,15.0,2022-02-06,5.34.0
absolute,14.2.2,2016-12-07,5.22.2
absolute,14.12,2015-09-22,5.18.1
absolute,14.11,2014-09-08,5.18.1
absolute,14.04,2013-01-14,5.16.1
absolute,13.50,2012-03-11,5.14.0
absolute,13.38,2011-06-19,5.14.0
absolute,13.2.2,2011-04-27,5.12.3
absolute,13.1.6,2010-10-09,5.10.1
absolute,13.0.9,2010-02-07,5.10.1
absolute,12.2.5,2009-06-06,5.10.0
absolute,12.1.13,2008-11-11,5.10.0
absolute,12.0.7,2007-10-12,5.8.8
absolute,11.0.92,2007-03-29,5.8.8
academix,2.7,2021-10-10,5.28.1
alma,8.5,2021-11-12,5.24.4
alpine,3.15.4,2022-04-04,5.34.0
alpine,3.14.5,2022-03-28,5.34.0
alpine,3.13.9,2022-03-28,5.34.0
alpine,3.12.11,2022-03-28,5.34.0
alpine,3.10.6,2021-02-23,5.28.3
alpine,3.6.2,2017-06-17,--
alpine,3.2.2,2015-07-14,5.20.2
alpine,2.7.8,2014-05-21,5.18.1
alpine,1.10.6,2010-06-16,5.10.1
alt,Sisyphus,2022-04-29,5.34.0
alt,9.1,2020-08-02,5.28.2
alt,9.0,2019-10-28,5.28.1
alt,8.2,2017-12-31,5.22.3
alt,8.1,2016-11-24,5.22.1
alt,7.0.0,2013-07-01,5.16.3
alt,6.0.0,2011-08-30,5.12.3
alt,5.0.0,2009-10-29,5.8.9
alt,4.1.1,2009-01-14,5.8.8
alt,4.0,2007-08-27,5.8.8
alt,3.0,2005-12-08,5.8.7
alt,2.4,2004-09-19,5.8.4
alt,2.3,2004-03-25,5.8.2
alt,2.2,2003-03-04,5.8.0
alt,2.0,2002-04-17,5.6.1
alt,1.1,2001-09-12,5.6.1
anarchy,1.3.3,2021-09-25,5.32.1
anarchy,1.2.1,2020-05-01,5.30.2
androidx86,9.0-r2,2020-03-25," "
androidx86,8.1-r6,2021-06-23," "
androidx86,7.1-r5,2021-02-14," "
androidx86,6.0-r3,2017-04-24," "
androidx86,4.4-r4,2016-01-23," "
antix,21bullseye,2021-10-31,5.32.1
antix,19.5,2022-01-25,5.28.1
antix,17.5,2022-01-09,5.24.1
antix,16.3,2017-12-21,5.20.2
antix,15,2015-06-30,5.20.2
antix,13.2,2013-11-05,5.14.2
antix,12,2012-08-07,5.14.2
antix,11,2011-05-02,5.10.1
antix,8.5,2010-04-12,5.10.1
apodio,13-1.2.7,2020-10-08,5.30.0
apodio,10.03,2015-05-06,5.18.2
apodio,9,2013-03-15,5.14.2
apodio,5.0.8,2009-02-23,5.8.8
apodio,4.3.9,2006-07-28,5.8.7
apodio,3.0.9,2004-11-20,5.8.5
arch,current,2022-04-29,5.34.1
arch,2011.08.19,2011-08-19,5.14.1
arch,2010.05,2010-05-17,5.10.1
arch,2009.08,2009-08-09,5.10.0
arch,2009.02,2009-02-17,5.10.0
arch,2008.06overlord,2008-06-24,5.10.0
arch,2007.08dontpanic,2007-08-05,5.8.8
arch,0.8voodoo,2007-04-01,5.8.8
arch,0.7wombat,2005-01-24,5.8.6
arch,0.6widget,2004-03-01,5.8.3
arch,0.5nova,2003-07-21,5.8.0
arch,0.4dragon,2002-12-18,5.8.0
arch,0.3firefly,2002-08-07,5.8.0
arch,0.2vega,2002-04-17,5.6.1
arch,0.1homer,2002-03-11,5.6.1
archbang,2201,2022-01-24,5.34.0
archbang,0101,2021-01-01,5.32.0
archbang,0711,2020-11-07,5.32.0
archbang,0101,2020-01-01,5.30.1
archbang,1007,2019-07-10,5.30.0
archbang,1905,2018-05-19,5.26.2
archbang,021117,2017-11-02,5.26.1
archbang,170916,2016-09-17,5.24.0
archbang,031215,2015-12-03,5.22.0
archbang,2014.01,2014-01-08,5.18.1
archbang,2013.09,2013-09-01,5.18.1
archbang,2012.12,2012-12-08,5.16.2
archbang,2011.11,2011-11-02,5.14.2
archbang,2011.02,2011-02-05,5.12.2
archbang,2010.10,2010-10-07,5.12.1
archcraft,2022.04.07,2022-04-11,5.34.1
archcraft,2021.10.05,2021-10-12,5.34.0
archlabs,2022.02.12,2022-02-12,5.34.0
archlabs,2021.05.02,2021-05-02,5.32.1
archlabs,2020.11.04,2020-11-04,5.32.0
archlabs,2019.10.29,2019-10-29,5.30.0
archlabs,2018.12.17,2018-12-18,5.28.1
archlabs,2018.07,2018-07-29,5.26.2
archlabs,2017.12,2017-12-23,5.26.1
archlabs,5.0R2-D2,2017-07-07,5.26.0
archman,2022.04.18,2022-04-18,5.34.1
archman,2021.11.04,2021-11-03,5.34.0
archman,2020.12.09,2020-12-09,5.32.0
archman,2019-12,2019-11-30,5.30.1
archman,2018.11,2018-11-05,5.28.0
archstrike,2020.09.18,2020-09-18,5.32.0
archstrike,2019.06.09,2019-06-09,5.28.2
archstrike,2016.07.21,2016-07-21,5.24.0
arco,22.03.07,2022-03-09,5.34.0
arco,21.11.05,2021-11-10,5.34.0
arco,20.11.9,2020-11-13,5.32.0
arco,19.12.17,2019-12-24,5.30.1
arco,18.12.7,2018-12-14,5.28.0
armbian,22.02.1,2022-02-28,5.32.1
artix,20220123,2022-01-25,5.34.0
artix,20210726,2021-07-28,5.32.1
artix,20200210,2020-02-10,5.30.1
artix,20181004,2018-10-04,5.28.0
artix,20170808,2017-08-08,5.26.0
avlinux,MX-21.1,2022-04-18,5.32.1
avlinux,2021.06.18,2021-06-18,5.28.1
avlinux,2020.12.03,2020-12-04,5.28.1
avlinux,2020.5.10,2020-05-09,5.28.1
avlinux,2019.4.10,2019-04-10,5.24.1
avlinux,2017.4.9,2017-04-10,5.24.1
avlinux,2016.8.30,2016-09-07,5.22.2
avlinux,6.0.4,2014-11-07,5.10.1
avlinux,5.0.3,2012-02-09,5.10.1
avlinux,4.2,2010-12-21,5.10.1
backbox,7,2020-05-15,5.30.0
backbox,6,2019-06-11,5.26.1
backbox,5.3,2019-02-19,5.22.1
backbox,4.7,2016-12-06,5.18.2
backbox,3.13,2014-01-16,5.14.2
backbox,2.05,2012-04-26,5.10.1
baruwa,6.10.6,2021-01-18,5.10.1
berry,1.36,2022-02-22,--
berry,1.35,2021-07-07,5.32.1
berry,1.34,2020-12-19,5.32.0
berry,1.31,2019-06-08,5.28.1
berry,1.30,2019-03-13,5.26.2
berry,1.29,2019-03-04,5.26.2
berry,1.27,2018-06-04,5.26.1
berry,1.25,2017-11-22,5.24.3
berry,1.23,2016-08-05,5.22.2
berry,1.22,2015-12-31,5.22.1
berry,1.20,2015-05-29,5.18.4
berry,1.18,2014-06-23,5.10.1
berry,1.17,2012-12-31,5.10.1
berry,1.13,2012-02-06,5.10.1
berry,1.12,2011-10-30,5.10.1
berry,1.10,2011-05-24,5.10.1
berry,1.03,2010-06-29,5.10.0
berry,1.00,2009-12-25,5.10.0
berry,0.97,2009-06-14,5.10.0
berry,0.93,2008-11-27,5.10.0
berry,0.90,2008-05-17,5.8.8
berry,0.86,2007-11-18,5.8.8
berry,0.81,2007-06-13,5.8.8
berry,0.75,2006-11-02,5.8.8
berry,0.68,2006-03-22,5.8.6
berry,0.60,2005-07-21,5.8.6
berry,0.50,2004-11-17,5.8.3
bicom,6.4.0-pbx,2021-09-23,5.20.2
bicom,5.0.0,2018-01-24,5.20.2
bicom,4.1.2-r2,2017-09-20,5.20.2
bicom,3.8,2013-09-24,5.12.4
biglinux,2022-02-07,2022-02-07,5.34.0
biglinux,19.04,2019-08-20,5.28.1
biglinux,7.10,2017-10-24,5.26.0
biglinux,12.04,2012-07-27,5.14.2
biglinux,11.10,2012-01-22,5.12.4
biglinux,4.2,2008-11-07,5.8.8
biglinux,3.0,2006-10-02,5.8.7
biglinux,2.1,2005-05-12,5.8.4
biglinux,1.4,2004-08-19,5.8.3
blackarch,2021.09.01,2021-08-17,5.34.0
blackarch,2020.12.01,2020-12-01,5.32.0
blackarch,2019.09.01,2019-08-28,5.30.0
blackarch,2018.12.01,2018-11-30,5.28.0
blackarch,2017.12.11,2017-12-11,5.26.1
blackarch,2016.12.29,2016-12-29,5.24.0
blackarch,2015.03.29,2015-03-30,5.20.2
blackarch,2014.07.01,2014-07-01,5.20.0
blueonyx,5210R,2020-08-01,5.26.3
blueonyx,5209R,2020-08-02,5.16.3
blueonyx,5208R,2017-10-25,5.10.1
bluestar,5.17.4,2022-04-27,5.34.1
bluestar,5.15.10,2021-12-20,5.34.0
bluestar,5.4.2,2020-12-17,5.32.0
bluestar,4.19.11,2019-12-12,5.30.1
bluestar,4.14.3,2018-12-23,5.28.1
bluestar,4.8.4,2017-12-05,5.26.1
bodhi,6.0.0,2021-05-12,5.30.0
bodhi,5.1.0,2020-03-23,5.26.1
bodhi,4.5.0,2018-02-19,5.22.1
bodhi,3.2.1,2016-05-09,5.18.2
bodhi,2.4.0,2013-09-12,5.14.2
bodhi,1.4.0,2012-03-22,5.10.1
boss,8.0,2021-03-03,5.28.1
boss,7.0,2018-08-28,5.24.1
boss,6.2,2016-03-30,5.20.2
boss,5.0,2013-12-23,5.14.2
boss,4.0,2012-08-02,5.10.1
boss,3.0,2008-09-04,5.8.8
boss,2.0,2007-09-17,5.8.8
boss,1.1,2007-02-23,5.8.8
boss,1.0,2007-01-10,5.8.8
bunsenlabs,lithium-3,2021-09-06,5.28.1
bunsenlabs,helium-5,2019-07-09,5.24.1
bunsenlabs,20170429deuterium,2017-04-29,5.20.2
bunsenlabs,20160710hydrogen,2016-07-10,5.20.2
cae,2020,2020-08-12,5.26.1
cae,2018,2019-01-01,5.22.1
cae,2013,2014-03-09,5.14.2
cae,2011,2011-10-27,5.10.1
cae,2010,2010-09-01,5.10.1
cae,2009,2009-06-22,5.8.8
caine,12.4,2021-12-10,5.30.0
caine,11.0,2019-12-02,5.26.1
caine,10.0,2018-11-09,5.26.1
caine,9.0,2017-10-25,5.22.1
caine,8.0,2016-10-31,5.22.1
caine,7.0,2015-11-05,5.18.2
caine,6.0,2014-10-06,5.18.2
caine,5.0,2014-01-17,5.14.2
caine,4.0,2013-03-18,5.14.2
caine,3.0,2012-10-03,5.14.2
caine,2.5.1,2011-11-19,5.10.1
caine,2.0,2010-09-14,5.10.1
caine,1.5,2009-11-18,5.8.8
caine,0.5,2009-02-22,5.8.8
calculate,22,2021-12-08,5.34.0
calculate,21,2021-04-28,5.30.3
calculate,20.6,2020-06-21,5.30.3
calculate,18.12,2018-12-29,5.24.3
calculate,17.12.2,2018-02-22,5.24.3
calculate,15.17,2016-05-20,5.20.2
calculate,14.16.2,2015-06-05,5.20.2
calculate,13.19,2014-07-02,5.16.3
calculate,12.0.3,2012-09-02,5.12.4
calculate,11.15,2012-03-14,5.12.4
calculate,11.12,2011-12-29,5.12.4
calculate,11.9,2011-10-01,5.12.4
calculate,11.6.1,2011-07-23,5.12.3
calculate,11.3,2011-03-12,5.12.2
calculate,10.9,2010-10-08,5.8.8
calculate,10.4,2010-04-08,5.8.8
calculate,9.9,2009-09-28,5.8.8
canaima,6.1.0-beta,2020-06-24,5.24.1
canaima,5.1,2017-09-06,5.20.2
canaima,4.1,2014-09-04,5.14.2
canaima,3.1,2012-11-14,5.10.1
canaima,2.1,2010-07-20,5.10.0
centos,9,2021-12-03,5.32.1
centos,8.5.2111,2021-11-16,5.30.1
centos,7.8.2003,2020-04-27,5.16.3
centos,6.10,2018-07-03,5.10.1
centos,5.11,2014-09-30,5.8.8
centos,4.8,2009-08-22,5.8.5
centos,3.9,2007-07-27,5.8.0
centos,2.0,2004-05-24,5.6.1
clear,36010,2022-03-14,5.34.0
clear,35000,2021-08-31,5.34.0
clear,31300,2019-10-15,5.28.2
clear,27900,2019-02-19,5.28.1
clear,12430,2017-01-03,5.24.0
clearos,7.9.1,2021-05-19,5.16.3
clearos,6.7.0,2015-12-14,5.10.1
clearos,5.2,2010-07-22,5.8.8
clearos,5.0,2009-07-09,5.8.8
clearos,4.3,2008-08-13,5.8.5
clearos,3.2,2005-11-03,5.8.5
clearos,2.2,2004-04-20,5.8.0
clearos,1.3,2003-04-15,5.6.1
clearos,0.9.1,2001-12-20,5.6.0
clonezilla,2.8.1-12,2022-01-08,5.32.1
clonezilla,2.7.0-10,2020-11-10,5.30.3
clonezilla,2.6.4-10,2019-10-24,5.30.0
clonezilla,2.5.6-22,2018-08-16,5.26.2
clonezilla,2.5.2-31,2017-09-12,5.26.0
clonezilla,2.4.9-17,2016-10-25,5.24.1rc3
clonezilla,2.3.2-22,2015-02-17,5.20.1
clonezilla,2.2.4-12,2014-09-17,5.20.0
clonezilla,2.1.2-43,2013-08-27,5.12.4
clonezilla,2.0.1-5,2012-11-27,5.12.4
clonezilla,1.2.12-67,2012-06-27,5.12.4
clonezilla,1.1.0-8,2008-06-24,5.8.8
clonezilla,1.0.10-8,2008-04-07,5.8.8
cloudready,96.4.36,2022-04-05,--
cloudready,94.4.4,2021-12-06,--
cloudready,85.4.0,2020-11-16," "
cloudready,63.3.41,2018-03-19,--
cloudready,54.1.25,2016-12-22,--
crux,3.6.1,2020-12-13,5.32.0
crux,3.5,2019-06-11,5.28.2
crux,3.4,2018-05-13,5.26.2
crux,3.3,2017-02-11,5.24.1
crux,3.2,2015-11-22,5.22.0
crux,3.1,2014-07-16,5.18.2
crux,3.0,2013-01-18,5.16.2
crux,2.8,2012-10-24,5.16.1
crux,2.7.1,2011-11-25,5.12.4
crux,2.7,2011-10-03,5.12.2
crux,2.6,2009-09-09,5.10.1
crux,2.5,2008-12-18,5.10.0
crux,2.4,2007-12-23,5.8.8
crux,2.3,2007-03-20,5.8.8
crux,2.2,2006-04-09,5.8.8
crux,2.1,2005-04-25,5.8.6
crux,2.0,2004-05-20,5.8.4
crux,1.3.1,2004-02-20,5.8.2
crux,1.3,2003-12-06,5.8.2
crux,1.2,2003-08-11,5.8.0
crux,1.1,2003-03-23,5.8.0
crux,1.0,2002-12-14,5.8.0
crux,0.9.4,2002-09-12,5.8.0
crux,0.9.3,2002-04-14,5.6.1
crux,0.9.2,2002-01-20,5.6.1
crux,0.9.1,2001-10-03,5.6.1
debian,unstablesid,2022-04-29,5.34.0
debian,testingbookworm,2022-04-29,5.34.0
debian,11bullseye,2021-08-14,5.32.1
debian,10buster,2019-07-06,5.28.1
debian,9stretch,2017-06-18,5.24.1
debian,8.0jessie,2015-04-26,5.20.2
debian,7.0wheezy,2013-05-04,5.14.2
debian,6.0squeeze,2011-02-06,5.10.1
debian,5.0lenny,2009-02-15,5.10.0
debian,4.0etch,2007-04-08,5.8.8
debian,3.1sarge,2005-06-06,5.8.4
debian,3.0woody,2002-07-19,5.6.1
debian,2.2potato,2000-08-15,5.4.5
debian,2.1slink,1999-03-09,5.4.4
debian,2.0hamm,1998-07-23,5.4.4
debian,1.3bo,1997-06-05,5.3.7
debian,1.2rex,1996-12-12,5.3.7
debian,1.1buzz,1996-06-17,5.2
deepin,20.5,2022-03-31,5.28.1
deepin,15.11,2019-07-19,5.24.1
deepin,15.3,2016-09-13,5.22.1
deepin,2014.3,2015-04-28,5.18.2
deepin,2013,2013-11-28,5.14.2
deepin,12.12,2013-06-19,5.14.2
deepin,12.06,2012-07-17,5.14.2
deepin,11.12.1,2012-03-03,5.12.4
deepin,11.06.1,2011-08-10,5.10.1
deepin,10.12.1,2011-03-28,5.10.1
deepin,10.06,2010-07-20,5.10.1
deepin,9.12,2009-12-30,5.10.0
deepin,2.0,2008-11-17,5.10.0
deepin,1.0,2006-09-25,5.8.7
deepin,0.6,2005-02-24,5.8.4
deepin,0.55,2004-09-25,5.8.4
deepin,0.3,2004-07-22,5.8.4
devuan,unstableceres,2022-02-07,5.32.1
devuan,testingtesting,2022-02-07,5.32.1
devuan,4.0.0chimaera,2021-10-14,5.32.1
devuan,3.1.0beowulf,2021-02-15,5.28.1
devuan,2.1ascii,2019-11-25,5.24.1
devuan,1.0.0jessie,2017-05-25,5.20.2
diamond,05.Fb.21,2021-02-07,5.28.1
diamond,15.12.20,2020-12-15,5.28.1
dietpi,8.2,2022-03-05,5.32.1
dietpi,7.9,2021-12-15,5.32.1
dietpi,6.34,2020-12-15,5.30.3
dietpi,6.0,2018-01-28,5.26.0
dietpi,159,2017-12-17,5.24.1
dragonflybsd,6.2.1,2022-01-10,--
dragonflybsd,6.0.0,2021-05-10,--
dragonflybsd,5.8.0,2020-03-02,5.30.1
dragonflybsd,5.4.3,2019-05-20,5.28.1
dragonflybsd,5.2.2,2018-06-18,5.26.2
dragonflybsd,4.8.1,2017-08-02,5.24.1
dragonflybsd,4.6.0,2016-08-02,5.24.0
dragonflybsd,4.4.1,2015-12-07,5.20.3
dragonflybsd,3.8,2014-06-05,5.20.0
dragonflybsd,2.10,2011-04-26,5.12.2
dragonflybsd,1.12,2008-02-27,5.8.8
easynas,1.0.2,2022-04-15,5.26.1
easynas,0.8.0,2018-06-17,5.26.2
easynas,0.7.2,2017-09-07,5.24.1
easynas,0.6.5,2016-10-30,5.18.2
easyos,3.4.6dunfell,2022-04-16,5.30.1
easyos,2.6.2buster,2021-06-29,5.28.1
easyos,1.2.8pyro,2019-11-06,5.24.1
elastix,9.13.0,2020-09-02,5.24.1
elastix,5.0.0,2017-11-07,5.24.1
elastix,4.0.76,2016-09-16,5.16.3
elastix,3.0.0,2014-10-29,5.10.1
elastix,2.5.0,2014-10-29,5.8.8
elastix,1.5.2,2009-03-31,5.8.8
elearnix,20220309,2022-03-11,5.30.0
elearnix,2.7,2004-05-22,--
elementary,6.1jolnir,2021-12-20,5.30.0
elementary,6.0odin,2021-08-10,5.30.0
elementary,5.1.7hera,2020-08-14,5.26.1
elementary,5.0juno,2018-10-16,5.26.1
elementary,0.4.1loki,2017-05-17,5.22.1
elementary,0.3.2freya,2015-12-09,5.18.2
elementary,0.2luna,2013-08-11,5.14.2
elementary,0.1jupiter,2011-04-01,5.10.1
elive,3.8.27,2022-04-07,5.28.1
elive,3.0.4,2019-04-28,5.14.2
elive,2.0,2010-03-04,5.10.0
elive,1.0,2007-07-05,5.8.8
elive,0.6,2006-12-25,5.8.8
elive,0.5,2006-09-24,5.8.8
elive,0.4.2,2006-03-03,5.8.7
elive,0.3,2005-08-30,5.8.7
elive,0.1,2005-01-24,5.8.4
emmabuntus,DE4-1.01,2022-01-11,5.32.1
emmabuntus,DE3-1.04,2021-03-01,5.28.1
emmabuntus,DE2-1.06,2019-12-19,5.24.1
emmabuntus,DE-1.03,2017-08-29,5.20.2
emmabuntus,3-1.04,2017-05-15,5.18.2
emmabuntus,2-1.09,2014-12-19,5.14.2
endeavour,22.1,2022-04-08,5.34.1
endeavour,21.5,2021-12-17,5.34.0
endeavour,2020.09.20,2020-09-20,5.32.0
endeavour,2019.12.22,2019-12-23,5.30.1
endian,3.3.15,2022-03-30,5.14.3
endian,3.0.0,2014-01-20,5.8.5
endian,2.5.2,2013-08-23,5.8.5
endian,2.4.1,2010-11-12,5.8.5
endian,2.3,2009-10-27,5.8.5
endian,2.2,2009-05-28,5.8.5
endian,2.1.2,2007-07-10,5.8.5
endless,4.0.4,2022-04-06,5.32.1
endless,3.9.5,2021-07-09,5.28.1
endless,3.8.7,2020-10-07,5.28.1
endless,3.5.8,2019-04-08,5.24.1
enso,0.4,2020-09-25,5.30.0
enso,0.3.1,2019-06-06,5.26.1
enso,0.2,2017-09-21,5.22.1
eurolinux,8.5,2021-11-26,5.26.3
eurolinux,7.9,2020-11-03,5.16.3
eurolinux,6.10,2018-07-25,5.10.1
exe,20220306-chimaera,2022-03-06,5.32.1
exe,20200707-beowulf,2020-07-08,5.28.1
exe,20200103,2020-01-03,5.24.1
exe,20171215,2017-12-17,5.20.2
exe,20161230,2016-12-30,5.20.2
exe,20150625,2015-06-25,5.20.2
exe,4.2,2013-07-24,5.14.2
exe,3.3,2012-10-21,5.10.1
exherbo,current,2022-02-07,5.30.2
extix,22.1,2022-01-14,5.28.1
extix,21.11,2021-10-31,5.32.1
extix,20.12,2020-12-05,5.30.0
extix,19.10,2019-10-23,5.28.1
extix,18.10,2018-10-06,5.26.2
extix,17.8,2017-10-12,5.26.0
extix,16.5,2016-10-12,5.22.2
extix,15.4,2015-10-17,5.20.2
extix,14.2,2014-10-24,5.20.1
extix,13,2013-04-28,5.14.2
extix,11,2012-12-04,5.14.2
extix,10,2012-05-17,5.14.2
extix,9,2011-12-30,5.12.4
extix,8,2010-10-08,5.10.1
extix,7.0,2009-07-14,5.10.0
extix,6.0,2008-09-01,5.10.0
fatdog,812,2021-11-08,--
fatdog,810,2020-01-21,--
fatdog,720,2017-12-26,5.20.0
fatdog,710,2016-12-04,5.20.0
fedora,rawhide,2022-04-29,5.34.1
fedora,35,2021-11-02,5.34.0
fedora,34,2021-04-27,5.32.1
fedora,33,2020-10-27,5.32.0
fedora,32,2020-04-28,5.30.2
fedora,31,2019-10-29,5.30.0
fedora,30,2019-04-30,5.28.1
fedora,29,2018-10-30,5.28.0
fedora,28,2018-05-01,5.26.1
fedora,27,2017-11-14,5.26.1
fedora,26,2017-07-11,5.24.1
fedora,25,2016-11-22,5.24.0
fedora,24,2016-06-21,5.22.2
fedora,23,2015-11-03,5.22.0
fedora,22,2015-05-26,5.20.2
fedora,21,2014-12-09,5.18.4
fedora,20heisenbug,2013-12-17,5.18.1
fedora,19schrodingers,2013-07-02,5.16.3
fedora,18spherical,2013-01-15,5.16.2
fedora,17beefy,2012-05-29,5.14.2
fedora,16verne,2011-11-08,5.14.1
fedora,15lovelock,2011-05-24,5.12.3
fedora,14laughlin,2010-11-02,5.12.2
fedora,13goddard,2010-05-25,5.10.1
fedora,12constantine,2009-11-17,5.10.0
fedora,11leonidas,2009-06-09,5.10.0
fedora,10cambridge,2008-11-25,5.10.0
fedora,9sulphur,2008-05-13,5.10.0
fedora,8werewolf,2007-11-08,5.8.8
fedora,7moonshine,2007-05-31,5.8.8
fedora,6zod,2006-10-24,5.8.8
fedora,5bordeaux,2006-03-20,5.8.8
fedora,4stentz,2005-06-13,5.8.6
fedora,3heidelberg,2004-11-08,5.8.5
fedora,2tettnang,2004-05-18,5.8.3
fedora,1yarrow,2003-11-05,5.8.1
ferenos,2022.03,2022-03-26,5.30.0
ferenos,2021.10,2021-10-06,5.30.0
ferenos,2020.11,2020-11-10,5.30.0
ferenos,2020.07,2020-04-16,5.26.1
ferenos,2019.12,2019-12-25,5.26.1
ferenos,2018.10,2018-10-21,5.26.1
ferenos,2017.10,2017-10-01,5.22.1
ferenos,2016.2,2016-12-16,5.22.1
finnix,124,2022-03-22,5.34.0
finnix,123,2021-09-06,5.32.1
finnix,122,2021-02-09,5.32.1
finnix,121,2020-08-10,5.30.3
finnix,120,2020-05-14,5.28.1
finnix,111,2015-06-04,5.20.2
finnix,110,2014-06-01,5.18.2
finnix,109,2013-11-14,5.18.1
finnix,107,2012-12-25,5.14.2
finnix,103,2011-10-23,5.12.4
finnix,102,2011-07-23,5.12.4
finnix,101,2010-12-25,5.10.1
finnix,93.0,2009-08-11,5.10.0
finnix,92.1,2008-12-04,5.10.0
finnix,91.1,2008-03-04,5.8.8
finnix,90.0,2007-10-23,5.8.8
finnix,89.2,2007-07-27,5.8.8
finnix,88.0,2006-08-02,5.8.8
freebsd,14-CURRENT,2022-04-28,5.32.1
freebsd,13-STABLE,2022-04-28,5.32.1
freebsd,13.0,2021-04-13,--
freebsd,12.3,2021-12-07,5.32.0
freebsd,11.3,2018-07-08,5.28.1
freebsd,10.4,2017-10-03,5.24.1
freebsd,9.3,2014-07-15,5.16.3
freebsd,8.2,2013-06-09,5.12.3
freebsd,7.4,2011-02-24,5.12.3
freebsd,6.4,2008-11-28,5.8.8
freebsd,5.5,2006-05-25,5.8.8
freebsd,4.11,2005-01-25,5.8.5
freebsd,3.5,2000-06-24,--
freebsd,2.2.8,1998-11-29,5.005.02
freedombox,2020-08-30,2020-08-30,5.28.1
